HR;Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
bijesan;0;1;1;0;0;0;0;0;0;0
ljutnja;0;1;1;0;0;0;0;0;0;0
gnjev;0;1;1;0;0;0;0;0;0;0
iris;0;0;0;0;0;1;0;0;0;0
šarenica;0;0;0;0;0;1;0;0;0;0
željezo;1;0;0;0;0;0;0;0;0;1
gla?alo;1;0;0;0;0;0;0;0;0;1
pegla;1;0;0;0;0;0;0;0;0;1
okovi;0;1;0;0;0;0;0;0;0;0
iracionalan;0;1;0;0;1;1;0;0;0;0
nerazuman;0;1;0;0;1;1;0;0;0;0
nerazborit;0;1;0;0;1;1;0;0;0;0
iracionalnost;0;1;0;0;0;0;0;0;0;0
nerazumnost;0;1;0;0;0;0;0;0;0;0
nerazboritost;0;1;0;0;0;0;0;0;0;0
nepomirljiv;0;1;1;0;0;1;0;1;0;0
neumanjiv;1;0;0;0;0;0;0;0;0;0
nepobitan;1;0;0;0;0;0;0;0;0;1
neregularan;0;1;0;0;0;0;0;0;0;0
nepravilan;0;1;0;0;0;0;0;0;0;0
nepravilnost;0;1;0;0;0;0;0;0;0;0
bezna?ajan;0;1;0;0;0;0;0;0;0;0
nenadoknadiv;0;1;0;0;0;1;0;1;0;0
nepopravljiv;0;1;0;0;0;1;0;1;0;0
neodgovoran;0;1;0;0;0;0;0;0;0;0
bez poštovanja;0;1;0;0;0;0;0;0;0;0
neopoziv;0;1;0;0;0;0;0;0;0;0
razdražljivost;0;1;1;0;0;0;0;0;0;0
razdražljiv;0;1;1;0;0;0;0;0;0;0
nadražuju?i;0;1;1;0;1;0;0;0;0;0
iritantan;0;1;1;0;1;0;0;0;0;0
iritacija;0;1;1;0;1;0;0;1;0;0
izolirati;0;0;0;0;0;0;0;1;0;0
izoliran;0;1;0;0;0;1;0;1;0;0
izolacija;0;1;0;0;0;0;0;1;0;0
udarac;0;0;1;0;0;0;0;0;0;0
ubod;0;0;1;0;0;0;0;0;0;0
ubosti;0;0;1;0;0;0;0;0;0;0
udariti;0;0;1;0;0;0;0;0;0;0
brbljati;0;1;0;0;0;0;0;0;0;0
blebetati;0;1;0;0;0;0;0;0;0;0
zgoditak;1;0;0;1;0;0;1;0;1;0
dobitak;1;0;0;1;0;0;1;0;1;0
jackpot;1;0;0;1;0;0;1;0;1;0
zatvor;0;1;0;0;0;1;0;1;0;0
džem;1;0;0;0;0;0;0;0;0;0
domar;0;0;0;0;1;0;0;0;0;0
žargon;0;1;0;0;0;0;0;0;0;0
neskladan;0;1;0;0;0;1;0;1;0;0
žutica;0;1;0;0;0;1;0;0;0;0
?eljust;0;0;0;0;0;1;0;0;0;0
ljubomoran;0;1;1;0;1;0;0;0;0;0
ljubomora;0;1;1;0;1;1;0;1;0;0
ugroziti;0;1;1;0;0;1;0;0;0;0
opasnost;0;1;0;1;0;1;0;0;0;0
gad;0;0;1;0;0;0;0;0;1;0
šala;1;0;0;0;0;0;1;0;1;0
šaliti se;1;0;0;0;0;0;1;0;1;0
posao;1;0;0;0;0;0;0;0;0;0
zahod;0;1;0;0;1;0;0;0;0;0
pridružiti;1;0;0;0;0;0;0;0;0;0
sjediniti;1;0;0;0;0;0;0;0;0;0
ujediniti;1;0;0;0;0;0;0;0;0;0
udružen;1;0;0;0;0;0;0;0;0;0
psina;0;1;0;0;0;0;0;0;0;0
džoker;1;0;0;0;0;0;1;0;1;0
duhovit;1;0;0;0;0;0;0;0;0;0
šaljiv;1;0;0;0;0;0;0;0;0;0
trzaj;0;0;0;0;0;0;0;0;1;0
naporan put;0;1;0;0;0;0;0;0;0;0
novinarstvo;0;0;0;0;0;0;0;0;0;1
novinar;1;0;0;0;0;0;0;0;0;0
putovanje;1;0;0;1;0;1;1;0;0;0
obrtnik;0;0;0;0;0;0;0;0;0;1
veseo;1;0;0;0;0;0;1;0;0;0
vedar;1;0;0;0;0;0;1;0;0;0
radost;1;0;0;0;0;0;1;0;0;0
radostan;1;0;0;0;0;0;1;0;0;1
radostan;1;0;0;0;0;0;1;0;0;0
razdragan;1;0;0;0;0;0;1;0;1;1
oduševljen;1;0;0;0;0;0;1;0;1;1
jubilej;1;0;0;0;0;0;1;0;1;0
procjena;0;0;0;0;0;0;0;0;1;0
prosudba;0;0;0;0;0;0;0;0;1;0
sudski;1;0;0;1;0;0;0;0;0;1
sudstvo;0;0;0;1;0;0;0;0;0;1
razuman;1;0;0;0;0;0;0;0;0;1
zbr?kati;0;1;0;0;0;0;0;0;0;0
ispremetati;0;1;0;0;0;0;0;0;0;0
skok;1;0;0;0;0;0;1;0;0;0
sko?iti;1;0;0;0;0;0;1;0;0;0
džungla;0;0;0;0;0;1;0;0;0;0
sme?e;0;1;0;0;0;0;0;0;0;0
hunta;0;1;0;0;0;0;0;0;0;0
pravna znanost;0;0;0;0;0;0;0;1;0;0
pravnik;0;0;0;0;0;0;0;0;0;1
porota;0;0;0;0;0;0;0;0;0;1
pravda;1;0;0;0;0;0;0;0;0;1
opravdan;1;0;0;0;0;0;0;0;0;1
opravdanje;1;0;0;0;0;0;0;0;0;0
djetinjast;0;1;0;0;0;0;0;0;0;0
uspomena;1;0;0;0;0;0;0;0;0;0
znanje;1;0;0;0;0;0;0;0;0;0
štenara;0;0;0;0;0;0;0;1;0;0
vucibatina;0;1;0;0;0;0;0;0;0;0
skitnica;0;1;0;0;0;0;0;0;0;0
kerozin;0;0;0;0;0;1;0;0;0;0
glavna tema;1;0;0;0;0;0;0;0;0;0
glavno na?elo;1;0;0;0;0;0;0;0;0;0
kan;0;0;0;0;0;1;0;0;0;1
udarac;0;1;1;0;0;0;0;0;0;0
udariti;0;1;1;0;0;0;0;0;0;0
udaranje;0;0;1;0;0;0;0;0;0;0
oteti;0;1;1;0;0;1;0;1;1;0
kidnapirati;0;1;1;0;0;1;0;1;1;0
ubiti;0;1;0;0;0;1;0;1;0;0
ubijanje;0;1;1;0;0;1;0;1;0;0
ubojstvo;0;1;1;0;0;1;0;1;0;0
umorstvo;0;1;1;0;0;1;0;1;0;0
ljubazan;1;0;0;0;0;0;1;0;0;1
drag;1;0;0;0;0;0;1;0;0;1
ljubaznost;1;0;0;0;0;0;0;0;0;0
dobrota;1;0;0;0;0;0;0;0;0;0
srodan;1;0;0;1;0;0;1;0;0;1
kralj;1;0;0;0;0;0;0;0;0;0
poljubac;1;0;0;1;0;0;1;0;1;0
poljubiti;1;0;0;1;0;0;1;0;1;0
grabežljivac;0;1;0;0;1;0;0;0;0;0
predator;0;1;0;0;1;0;0;0;0;0
ma?e;1;0;0;0;0;0;1;0;0;1
talent;1;0;0;0;0;0;0;0;0;0
posmrtno zvono;0;1;0;0;0;1;0;1;0;0
ga?ice;0;0;0;0;0;0;0;0;0;1
vitez;1;0;0;0;0;0;0;0;0;0
zamršen;0;1;0;0;0;0;0;0;0;0
zapleten;0;1;0;0;0;0;0;0;0;0
poznavanje;1;0;0;0;0;0;0;0;0;0
znanje;1;0;0;0;0;0;0;0;0;0
pohvala;1;0;0;0;0;0;1;0;0;0
ozna?iti;0;0;0;0;0;0;0;0;0;1
oznaka;0;0;0;0;0;0;0;0;0;1
trud;1;0;0;1;0;0;1;0;1;1
naporan;0;1;0;0;0;0;0;1;0;0
mu?an;0;1;0;0;0;0;0;0;0;0
labirint;0;1;0;1;0;0;0;0;0;0
?ipka;1;1;1;0;0;1;0;1;0;1
nedostatak;0;1;0;0;0;0;0;0;0;0
pomanjkanje;0;1;0;0;0;0;0;0;0;0
nedostatan;0;1;0;0;0;0;0;0;0;0
bezli?an;0;1;0;0;0;0;0;0;0;0
razo?aravaju?i;0;1;0;0;0;0;0;0;0;0
optere?en;0;1;0;0;0;0;0;0;0;0
zaostajati;0;1;0;0;0;0;0;0;0;0
zaostati;0;1;0;0;0;0;0;0;0;0
zaostajanje;0;1;1;1;1;0;0;1;0;0
jazbina;0;1;0;0;0;0;0;0;0;0
janjetina;1;0;0;0;0;0;1;0;0;1
janje;1;0;0;0;0;0;1;0;0;1
naricati;0;1;0;0;1;1;0;1;0;0
oplakivati;0;1;0;0;1;1;0;1;0;0
jadikovati;0;1;0;0;1;1;0;1;0;0
žalovanje;0;0;0;0;0;0;0;1;0;0
zemljište;1;0;0;0;0;0;0;0;0;0
sletjeti;1;0;0;0;0;0;0;0;0;0
iskrcan;1;0;0;0;0;0;0;0;0;0
znamenitost;0;0;0;0;0;0;0;0;0;1
klizište;0;1;0;0;0;1;0;1;0;0
mlitav;0;1;0;0;0;0;0;0;0;0
trom;0;1;0;0;0;0;0;0;0;0
slab;0;1;0;0;0;0;0;0;0;0
slabiti;0;1;0;0;0;0;0;0;0;0
kopnjeti;0;1;0;0;0;0;0;0;0;0
venuti;0;1;0;0;0;0;0;0;0;0
malaksao;0;1;0;0;0;1;0;1;0;0
oslabljen;0;1;0;0;0;1;0;1;0;0
propust;0;1;0;0;0;0;0;0;0;0
kra?a;0;1;0;0;1;0;0;0;0;0
lopovluk;0;1;0;0;1;0;0;0;0;0
ve?i;0;0;0;0;1;0;0;0;1;1
laser;1;0;0;0;0;0;0;0;0;1
bi?;0;1;1;0;0;1;0;0;0;0
bi?evati;0;1;1;0;0;1;0;0;0;0
kasno;0;1;0;0;0;0;0;1;0;0
kašnjenje;0;1;0;0;0;0;0;0;0;0
latentan;0;1;1;1;1;0;0;0;1;0
zahod;0;1;0;0;1;0;0;0;0;0
pohvalan;1;0;0;0;0;0;0;0;0;0
smijeh;1;0;0;0;0;0;1;0;1;0
smijati se;1;0;0;0;0;0;1;0;1;0
jadan;0;1;0;0;1;0;0;0;0;0
smijanje;1;0;0;0;0;0;1;0;0;0
smijeh;1;0;0;1;0;0;1;0;1;0
lansiranje;1;0;0;1;0;0;0;0;0;0
laureat;1;0;0;0;0;0;0;0;0;1
lovor;1;0;0;0;0;0;0;0;0;0
lovorike;1;0;0;0;0;0;1;0;0;0
lava;0;1;1;0;0;1;0;0;0;0
toalet;0;0;0;0;1;0;0;0;0;0
raskošan;1;0;0;0;0;0;0;0;0;0
zakon;0;0;0;0;0;0;0;0;0;1
zakonit;1;0;0;0;0;0;0;0;0;1
bezakonje;0;1;1;0;0;1;0;0;0;0
tužba;0;1;1;0;1;1;0;1;1;0
odvjetnik;0;1;1;0;1;1;0;0;0;0
labav;0;1;0;0;0;0;0;1;0;0
laksativ;0;1;0;0;1;1;0;0;0;0
lijen;0;1;0;0;0;0;0;0;0;0
voditi;1;0;0;0;0;0;0;0;0;0
vo?a;1;0;0;0;0;0;0;0;0;1
vode?i;0;0;0;0;0;0;0;0;0;1
liga;1;0;0;0;0;0;0;0;0;0
istjecati;0;1;0;0;0;0;0;0;0;0
istjecanje;0;1;0;0;0;0;0;0;0;0
šupalj;0;1;0;0;0;0;0;0;0;0
nagnut;0;0;0;0;0;0;0;0;0;1
nau?iti;1;0;0;0;0;0;0;0;0;0
u?enje;1;0;0;0;0;0;0;0;0;0
napustiti;0;1;0;0;0;0;0;1;1;0
predava?;1;0;0;0;0;0;0;0;0;0
pijavica;0;1;0;0;0;0;0;0;0;0
pijavica;0;1;0;0;1;1;0;0;0;0
zuriti;0;1;0;0;1;0;0;0;0;0
oprezan;0;0;0;0;0;0;0;0;1;0
manevarski prostor;1;0;0;0;0;0;0;0;0;0
zakonit;1;0;0;0;0;0;0;0;0;1
legalan;1;0;0;0;0;0;0;0;0;1
legaliziran;1;0;1;0;0;1;1;0;0;1
ozakonjen;1;0;1;0;0;1;1;0;0;1
legendaran;1;0;0;0;0;0;0;0;0;0
?itljivost;1;0;0;0;0;0;0;0;0;0
?itkost;1;0;0;0;0;0;0;0;0;0
?itak;1;0;0;0;0;0;0;0;0;0
?itljiv;1;0;0;0;0;0;0;0;0;0
zakonodavac;0;0;0;0;0;0;0;0;0;1
zakonodavno tijelo;0;0;0;0;0;0;0;0;0;1
legitimitet;0;0;0;0;0;0;0;0;0;1
slobodno vrijeme;1;0;0;1;0;0;1;0;1;1
ležerno;1;0;0;0;0;0;0;0;0;0
lema;1;0;0;0;0;0;0;0;0;0
limun;0;1;0;0;1;0;0;0;0;0
zajmodavac;0;0;0;0;0;0;0;0;0;1
blag;1;0;0;0;0;0;0;0;0;0
milostiv;1;0;0;0;0;0;0;0;0;0
guba;0;1;0;0;1;1;0;1;0;0
lezba?a;0;1;0;0;1;0;0;1;0;0
umanjiti;0;1;0;1;0;0;0;0;0;0
lošiji;0;1;0;0;1;0;0;0;0;0
lekcija;1;0;0;1;0;0;0;0;0;1
smrtonosan;0;1;0;0;1;1;0;1;0;0
ubojit;0;1;0;0;1;1;0;1;0;0
letargija;0;1;0;0;0;0;0;1;0;0
pismo;0;0;0;1;0;0;0;0;0;0
obrazovan;1;0;0;1;0;0;0;0;0;1
leukemija;0;1;1;0;0;1;0;1;0;0
nasip;0;0;0;0;0;0;0;0;0;1
uravnotežen;1;0;0;0;0;0;0;0;0;1
prednost;1;0;0;0;0;0;0;0;0;0
nametanje;0;1;0;0;0;0;0;0;0;0
nepristojan;0;1;0;0;1;0;0;0;0;0
razvratan;0;1;0;0;1;0;0;0;0;0
raskalašen;0;1;0;0;1;0;0;0;0;0
prosta?ki;0;1;0;0;1;0;0;0;0;0
varanje;0;1;0;0;0;0;0;0;0;0
lažljivac;0;1;0;0;1;0;0;0;0;0
kleveta;0;1;1;0;0;1;0;0;0;1
liberalan;1;1;0;0;0;0;0;0;0;0
osloboditi;1;0;1;1;0;0;1;0;1;1
oslobo?enje;1;0;0;1;0;0;1;0;1;0
sloboda;1;0;0;1;0;0;1;0;1;1
knjižnica;1;0;0;0;0;0;0;0;0;0
biblioteka;1;0;0;0;0;0;0;0;0;0
lizati;0;1;0;0;1;0;0;0;0;0
laž;0;1;1;0;1;0;0;1;0;0
poru?nik;0;0;0;0;0;0;0;0;0;1
životna snaga;1;0;0;0;0;0;0;0;0;0
beživotan;0;1;0;0;0;1;0;1;0;0
svjetionik;1;0;0;0;0;0;0;0;0;0
munja;0;0;1;0;0;1;0;0;1;0
svi?anje;1;0;0;0;0;0;1;0;0;1
ograni?en;0;1;1;0;0;0;0;1;0;0
šepati;0;1;0;0;0;0;0;0;0;0
linije;0;0;0;0;0;1;0;0;0;0
otezati;0;0;0;1;0;0;0;0;0;0
oklijevati;0;0;0;1;0;0;0;0;0;0
lingvist;1;0;0;0;0;0;0;0;0;1
jezi?ar;1;0;0;0;0;0;0;0;0;1
jezikoslovac;1;0;0;0;0;0;0;0;0;1
mucica;0;1;0;0;0;0;0;0;0;0
lav;1;0;0;0;0;1;0;0;0;0
alkoholno pi?e;0;1;1;0;0;0;1;1;0;0
alkohol;0;1;1;0;0;0;1;1;0;0
mlitav;0;1;0;0;0;0;0;1;0;0
ravnodušan;0;1;0;0;0;0;0;1;0;0
neraspoložen;0;1;0;0;0;0;0;1;0;0
bezvoljan;0;1;0;0;0;0;0;1;0;0
gibak;1;0;0;0;0;0;0;0;0;0
parni?ar;0;1;0;0;0;0;0;0;0;0
parni?iti se;0;1;1;1;1;1;0;1;0;0
parnica;0;1;0;0;0;0;0;0;0;0
sporan;0;1;1;0;1;0;0;0;0;0
nosila;0;1;0;0;0;0;0;0;0;0
bijesan;0;1;1;0;1;0;0;0;0;0
dangubiti;0;1;0;0;0;0;0;0;0;0
besposli?ariti;0;1;0;0;0;0;0;0;0;0
besposli?ar;0;1;0;0;0;0;0;0;0;0
dangub;0;1;0;0;0;0;0;0;0;0
nesklon;0;1;1;0;0;0;0;0;0;0
protivan;0;1;1;0;0;0;0;0;0;0
mrziti;0;1;1;0;1;0;0;0;0;0
prezirati;0;1;1;0;1;0;0;0;0;0
ga?enje;0;1;0;0;1;0;0;0;0;0
odvratan;0;1;1;0;1;0;0;0;0;0
ogavan;0;1;1;0;1;0;0;0;0;0
lobist;0;1;0;0;0;0;0;0;0;0
lokalizirati;0;0;0;1;0;0;0;0;0;0
zatvor;0;1;0;0;0;1;0;1;0;0
skakavac;0;1;0;0;0;1;0;0;0;0
smještaj;0;0;0;0;0;0;0;0;0;1
uzvišen;0;1;0;0;0;0;0;0;0;0
logi?an;1;0;0;0;0;0;0;0;0;0
jedini;0;0;0;0;0;0;0;1;0;0
usamljenost;0;1;0;0;0;1;0;1;0;0
usamljen;0;1;1;0;1;1;0;1;0;0
usamljen;0;1;0;0;0;0;0;1;0;0
osamljen;0;1;0;0;0;0;0;1;0;0
dug;0;0;0;1;0;0;0;0;0;0
duga?ak;0;0;0;1;0;0;0;0;0;0
dugovje?nost;1;0;0;0;0;0;0;0;0;0
?ežnja;0;0;0;1;0;0;0;1;0;0
WC;0;1;0;0;1;0;0;0;0;0
zahod;0;1;0;0;1;0;0;0;0;0
prijetiti;0;1;0;1;0;1;0;0;0;0
lu?ak;0;1;0;0;1;0;0;0;0;0
šašav;0;1;0;0;0;0;0;0;0;0
lu?ak;0;1;0;0;0;0;0;0;0;0
plja?ka;0;1;0;0;0;0;0;0;0;0
plja?kati;0;1;0;0;0;0;0;0;0;0
harati;0;1;0;0;0;0;0;0;0;0
orobiti;0;1;0;0;0;0;0;0;0;0
gospodar;1;1;0;0;1;0;0;0;0;1
gospodstvo;1;0;0;0;0;0;0;0;0;0
izgubiti;0;1;1;0;1;1;0;1;1;0
gubljenje;0;1;1;0;0;0;0;1;0;0
gubitak;0;1;1;0;0;1;0;1;0;0
izgubljen;0;1;0;0;0;0;0;1;0;0
lutrija;0;0;0;1;0;0;0;0;0;0
glasnost;0;1;1;0;0;0;0;0;0;0
odmarati;0;1;0;0;0;0;0;0;0;0
uš;0;1;0;0;1;0;0;0;0;0
simpati?an;1;0;0;0;0;0;1;0;0;1
ljubav;1;0;0;0;0;0;1;0;0;0
lijep;1;0;0;1;0;0;1;1;1;1
drag;1;0;0;1;0;0;1;1;1;1
vo?enje ljubavi;1;0;0;0;0;0;1;0;0;1
ljubitelj;1;0;0;1;0;0;1;0;0;1
pun ljubavi;1;0;0;0;0;0;1;0;0;1
srozati;0;1;0;0;0;0;0;1;0;0
inferioran;0;1;0;0;0;0;0;1;0;0
slabiti;0;1;0;0;0;0;0;1;0;0
namršten;0;1;0;0;0;0;0;0;0;0
namrgo?en;0;1;0;0;0;0;0;0;0;0
najslabiji;0;1;0;0;0;0;0;1;0;0
nizina;0;1;0;0;0;0;0;0;0;0
ponizan;0;1;0;0;0;0;0;1;0;0
odan;1;0;0;0;0;1;1;0;1;1
odanost;1;0;0;0;0;0;0;0;0;1
sre?a;1;0;0;1;0;0;1;0;1;0
sretan;1;0;0;0;0;0;1;0;1;0
lud;0;1;0;0;0;0;0;0;0;0
glup;0;1;0;0;0;0;0;0;0;0
zatišje;0;0;0;1;0;0;0;0;0;0
nespretan;0;1;0;0;0;0;0;0;0;0
?voruga;0;1;0;0;0;0;0;0;0;0
kvržica;0;1;0;0;0;0;0;0;0;0
grudi?ast;0;1;0;0;1;0;0;0;0;0
ludilo;0;1;1;0;1;1;0;1;0;0
lu?ak;0;1;1;0;1;1;0;0;0;0
zamah;0;0;0;0;0;0;0;0;1;0
teturati;0;1;0;0;0;0;0;0;0;0
posrnuti;0;1;0;0;0;0;0;0;0;0
zateturati;0;1;0;0;0;0;0;0;0;0
namamiti;0;1;0;0;0;0;0;0;0;0
jeziv;0;1;0;0;1;0;0;0;0;0
vrebati;0;1;0;0;0;0;0;0;0;0
vrebanje;0;1;0;0;0;0;0;0;0;0
slastan;1;0;0;1;0;0;1;0;0;0
ukusan;1;0;0;1;0;0;1;0;0;0
pijanica;0;1;0;0;1;0;0;1;0;0
pijandura;0;1;0;0;1;0;0;1;0;0
požuda;0;1;0;1;0;0;0;0;0;0
sjaj;1;0;0;0;0;0;1;0;0;0
požudan;0;1;0;0;0;0;0;0;0;0
sjajan;1;0;0;0;0;0;0;0;0;0
blistav;1;0;0;0;0;0;0;0;0;0
pohotan;0;0;0;0;1;0;0;0;0;0
bujan;1;0;0;0;0;0;0;0;0;0
raskošan;1;0;0;0;0;0;0;0;0;0
luksuzan;1;0;0;0;0;0;1;0;0;0
raskošan;1;0;0;0;0;0;1;0;0;0
luksuz;1;0;0;0;0;0;1;0;0;0
raskoš;1;0;0;0;0;0;1;0;0;0
laganje;0;1;1;0;1;0;0;0;0;0
lin?ovati;0;1;1;0;1;1;0;1;0;0
lira;1;0;0;0;0;0;1;0;0;0
lirski;1;0;0;0;0;0;1;0;0;0
buzdovan;0;1;0;0;0;1;0;0;0;0
mašina;0;0;0;0;0;0;0;0;0;1
stroj;0;0;0;0;0;0;0;0;0;1
lud;0;1;1;0;1;1;0;1;0;0
ljut;0;1;1;0;1;1;0;1;0;0
bijesan;0;1;1;0;1;1;0;1;0;0
zaluditi;0;1;1;0;0;1;0;0;0;0
razjariti;0;1;1;0;0;1;0;0;0;0
pobjesniti;0;1;1;0;0;1;0;0;0;0
lu?ak;0;1;1;0;0;1;0;0;0;0
ludilo;0;1;1;0;0;1;0;0;0;0
mafija;0;1;0;0;0;1;0;0;0;0
mag;0;0;0;0;0;1;0;0;0;0
crv;0;1;0;0;1;0;0;0;0;0
?aroban;1;0;0;1;0;0;1;0;1;0
ma?ioni?ar;0;0;0;0;0;0;0;0;1;0
magnet;1;0;0;0;0;0;0;0;0;1
magnetizam;1;0;0;0;0;0;0;0;0;0
magnetit;1;0;0;0;0;0;0;0;0;0
veli?anstvenost;1;0;0;1;0;0;1;0;0;1
veli?anstven;1;0;0;1;0;0;1;0;1;1
djeva;1;0;0;0;0;0;0;0;0;0
pošta;0;0;0;1;0;0;0;0;0;0
glavni;1;0;0;0;0;0;0;0;0;0
uporište;1;0;0;0;0;0;0;0;0;1
održavanje;0;0;0;0;0;0;0;0;0;1
veli?anstven;1;0;0;1;0;0;1;0;1;1
uzvišen;1;0;0;1;0;0;1;0;1;1
veli?anstvo;1;0;0;0;0;0;0;0;0;1
glavni;1;0;0;0;0;0;0;0;0;0
ve?ina;1;0;0;0;0;0;1;0;0;1
improviziran;0;1;0;0;0;0;0;0;0;0
provizorni;0;1;0;0;0;0;0;0;0;0
bolest;0;1;0;0;0;0;0;0;0;0
oboljenje;0;1;0;0;0;0;0;0;0;0
slabost;0;1;0;0;0;0;0;1;0;0
malarija;0;1;0;0;1;1;0;1;0;0
zlonamjeran;0;1;1;0;1;1;0;1;0;0
zloban;0;1;1;0;1;1;0;1;0;0
pakostan;0;1;1;0;1;1;0;1;0;0
podmukao;0;1;1;0;1;1;0;1;0;0
maliciozan;0;1;1;0;1;1;0;1;0;0
malverzacija;0;1;0;0;1;0;0;0;0;0
zlodjelo;0;1;0;0;1;0;0;0;0;0
malformacija;0;1;0;0;0;0;0;0;0;0
deformacija;0;1;0;0;0;0;0;0;0;0
zloba;0;1;1;0;0;1;0;0;0;0
zlonamjeran;0;1;1;0;1;1;0;1;0;0
maligan;0;1;1;0;1;0;0;0;0;0
zlo?udan;0;1;1;0;1;0;0;0;0;0
malignost;0;1;0;0;0;1;0;1;0;0
zlo?udnost;0;1;0;0;0;1;0;1;0;0
zlo?udan;0;1;1;0;0;1;0;0;0;0
zloupotreba;0;1;1;0;0;0;0;0;0;0
zlouporaba;0;1;1;0;0;0;0;0;0;0
mama;0;0;0;0;0;0;0;0;0;1
upravljati;1;0;0;0;0;0;0;0;0;1
upravljanje;1;0;0;0;0;0;0;0;0;1
vodstvo;1;0;0;0;0;0;0;0;0;1
mandamus;0;1;0;0;0;1;0;0;0;0
mandarina;1;0;0;0;0;0;0;0;0;1
šuga;0;1;0;0;1;1;0;0;0;0
sakatiti;0;1;1;0;1;1;0;1;0;0
osakatiti;0;1;1;0;1;1;0;1;0;0
unakaziti;0;1;1;0;1;1;0;1;0;0
izmlatiti;0;1;1;0;1;1;0;1;0;0
muškost;1;0;0;0;0;0;0;0;0;0
manija;0;1;0;0;0;0;0;0;0;0
manijak;0;1;1;0;0;1;0;0;0;0
manijakalan;0;1;0;0;0;0;0;0;0;0
manifestacija;0;0;0;0;0;1;0;0;0;0
dokazan;1;0;0;0;0;0;0;0;0;0
manipulirati;0;1;0;0;0;0;0;0;0;0
manipulacija;0;1;1;0;0;1;0;0;0;0
muževan;1;0;0;0;0;0;0;0;0;0
mana;1;0;0;0;0;0;0;0;0;0
pristojan;1;0;0;0;0;0;0;0;0;0
manire;1;0;0;0;0;0;0;0;0;0
bonton;1;0;0;0;0;0;0;0;0;0
ubojstvo;0;1;1;0;1;1;0;1;1;0
priru?nik;0;0;0;0;0;0;0;0;0;1
ru?ni;0;0;0;0;0;0;0;0;0;1
proizvo?a?;1;0;0;0;0;0;0;0;0;0
gnoj;0;1;0;0;1;0;0;0;0;0
?ubre;0;1;0;0;1;0;0;0;0;0
pokvariti;0;1;0;0;0;0;0;0;0;0
kvariti;0;1;0;0;0;0;0;0;0;0
povorka;1;0;0;0;0;0;0;0;0;0
margina;0;1;0;0;0;0;0;1;0;0
morski;0;0;0;0;0;0;0;0;0;1
pomorski;0;0;0;0;0;0;0;0;0;1
istaknut;1;0;0;0;0;0;0;0;0;0
utrživ;1;0;0;0;0;0;0;0;0;0
napustiti;0;1;0;0;0;0;0;0;0;0
markiz;1;0;0;0;0;0;0;0;0;0
brak;1;0;0;1;0;0;1;0;0;1
srž;1;0;0;0;0;0;1;0;0;1
oženiti;1;0;0;1;0;1;1;0;1;1
maršal;1;0;0;0;0;0;0;0;0;1
ratni;0;0;1;0;0;0;0;0;0;0
NO TRANSLATION;0;1;0;0;0;0;0;0;0;0
mu?enik;0;1;0;0;0;1;0;1;0;0
mu?eništvo;0;1;0;0;0;1;0;1;0;0
?udo;1;0;0;0;0;0;0;0;1;0
veli?anstven;1;0;0;0;0;0;1;0;0;0
?udesan;1;0;0;0;0;0;1;0;0;0
?udesno;1;0;0;0;0;0;1;0;0;0
muževan;1;0;0;0;0;0;0;0;0;0
mazohizam;0;1;1;0;1;1;0;0;0;0
masakr;0;1;1;0;1;1;0;1;0;0
pokolj;0;1;1;0;1;1;0;1;0;0
masaža;1;0;0;0;0;0;1;0;0;0
majstorski;1;0;0;0;0;0;0;0;0;0
majstor;1;0;0;0;0;0;0;0;0;0
remek djelo;1;0;0;0;0;0;1;0;0;0
vještina;1;0;1;0;0;0;1;0;0;1
posrednik;0;0;0;1;0;0;0;0;0;0
prijatelj;1;0;0;0;0;0;0;0;0;1
materijalizam;0;1;0;0;0;0;0;0;0;0
materijalist;0;1;0;0;1;0;0;0;0;0
maj?inski;1;1;0;1;0;0;0;0;0;0
materinski;1;1;0;1;0;0;0;0;0;0
matemati?ki;0;0;0;0;0;0;0;0;0;1
brak;1;0;0;1;0;0;1;0;0;1
upraviteljica;1;0;0;0;0;0;0;0;0;1
mauzolej;0;0;0;0;0;0;0;1;0;0
maksima;0;0;0;0;0;0;0;0;0;1
maksimum;1;0;0;0;0;0;0;0;0;0
gradona?elnik;1;0;0;0;0;0;0;0;0;0
livada;1;0;0;0;0;0;0;0;0;0
blebetanje;0;1;0;0;0;0;0;0;0;0
bezna?ajan;0;1;0;0;0;0;0;1;0;0
ospice;0;1;0;0;1;1;0;1;0;0
mjera;0;0;0;0;0;0;0;0;0;1
odmjeren;1;0;0;0;0;0;0;0;0;1
medalja;1;0;0;1;0;0;1;0;1;1
petljati se;0;1;1;0;0;0;0;0;0;0
uplitati se;0;1;1;0;0;0;0;0;0;0
pomiriti;1;0;0;1;0;0;0;0;0;1
izmiriti;1;0;0;1;0;0;0;0;0;1
izmirivanje;1;0;0;0;0;0;0;0;0;0
medijator;1;0;0;1;0;0;0;0;0;1
medicinski;1;0;0;1;0;1;0;0;0;1
osrednji;0;1;0;0;0;0;0;0;0;0
osrednjost;0;1;0;0;0;0;0;0;0;0
meditirati;1;0;0;1;0;0;1;0;0;1
Mediteran;1;0;0;0;0;0;0;0;0;0
kompilacija;1;0;0;0;0;0;0;0;0;0
