"label","n_docs","sentiment_mean","sentiment_sd","cli_mean","cli_sd","sentiment_lower","sentiment_upper","cli_lower","cli_upper","label_hr"
"confessional",530,0.701403423957101,0.325542734129665,70.1908701331589,38.1868823883277,0.673687705359433,0.729119142554769,66.939755070718,73.4419851955998,"Konfesionalni izvori"
"secular",321,0.498140738710588,0.416471462731293,95.1488291123938,39.7067290269056,0.452580204948993,0.543701272472182,90.8050506538923,99.4926075708952,"Sekularni izvori"
"unclassified",1628,0.604944373341833,0.391069684098753,74.7409877487363,39.6939177445202,0.585947460873999,0.623941285809666,72.8127843835591,76.6691911139136,"Neoznačeni izvori"
