"sentiment_mean","sentiment_lower","sentiment_upper","n","cli_mean","cli_lower","cli_upper","share_negative","share_positive","share_neutral"
0.611737164834153,0.596549040553687,0.62692528911462,2479,76.4107556960852,74.8336695512178,77.9878418409527,0.0435659540137152,0.904396934247681,0.0520371117386043
