"date","posts","collected","z","dow"
"2025-03-27",316,TRUE,-0.186249463672525,"4"
"2025-03-28",213,TRUE,-0.68762525370624,"5"
"2025-03-29",106,TRUE,-1.20847194820728,"6"
"2025-03-30",121,TRUE,-1.1354560564548,"7"
"2025-03-31",178,TRUE,-0.857995667795366,"1"
"2025-04-01",158,TRUE,-0.95535019013201,"2"
"2025-04-02",143,TRUE,-1.02836608188449,"3"
"2025-04-03",177,TRUE,-0.862863393912198,"4"
"2025-04-04",144,TRUE,-1.02349835576766,"5"
"2025-04-05",120,TRUE,-1.14032378257163,"6"
"2025-04-06",133,TRUE,-1.07704334305281,"7"
"2025-04-07",167,TRUE,-0.91154065508052,"1"
"2025-04-08",161,TRUE,-0.940747011781513,"2"
"2025-04-09",148,TRUE,-1.00402745130033,"3"
"2025-04-10",229,TRUE,-0.609741635836925,"4"
"2025-04-11",386,TRUE,0.154491364505728,"5"
"2025-04-12",334,TRUE,-0.0986303935695455,"6"
"2025-04-13",657,TRUE,1.47364514216725,"7"
"2025-04-14",407,TRUE,0.256713612959204,"1"
"2025-04-15",395,TRUE,0.198300899557218,"2"
"2025-04-16",473,TRUE,0.577983536670128,"3"
"2025-04-17",597,TRUE,1.18158157515732,"4"
"2025-04-18",822,TRUE,2.27681995144456,"5"
"2025-04-19",801,TRUE,2.17459770299108,"6"
"2025-04-20",1065,TRUE,3.45967739783478,"7"
"2025-04-21",2825,TRUE,12.0268753634594,"1"
"2025-04-22",1549,TRUE,5.81565683838156,"2"
"2025-04-23",1045,TRUE,3.36232287549814,"3"
"2025-04-24",835,TRUE,2.34010039096338,"4"
"2025-04-25",809,TRUE,2.21353951192574,"5"
"2025-04-26",1320,TRUE,4.70094755762699,"6"
"2025-04-27",606,TRUE,1.22539111020881,"7"
"2025-04-28",368,TRUE,0.0668722944027487,"1"
"2025-04-29",226,TRUE,-0.624344814187421,"2"
"2025-04-30",227,TRUE,-0.619477088070589,"3"
"2025-05-01",180,TRUE,-0.848260215561702,"4"
"2025-05-02",199,TRUE,-0.75577341934189,"5"
"2025-05-03",161,TRUE,-0.940747011781513,"6"
"2025-05-04",158,TRUE,-0.95535019013201,"7"
"2025-05-05",235,TRUE,-0.580535279135932,"1"
"2025-05-06",217,TRUE,-0.668154349238911,"2"
"2025-05-07",411,TRUE,0.276184517426533,"3"
"2025-05-08",860,TRUE,2.46179354388418,"4"
"2025-05-09",574,TRUE,1.06962387447018,"5"
"2025-05-10",275,TRUE,-0.385826234462644,"6"
"2025-05-11",348,TRUE,-0.030482227933895,"7"
"2025-05-12",510,TRUE,0.758089402992919,"1"
"2025-05-13",422,TRUE,0.329729504711687,"2"
"2025-05-14",399,TRUE,0.217771804024546,"3"
"2025-05-15",320,TRUE,-0.166778559205196,"4"
"2025-05-16",325,TRUE,-0.142439928621035,"5"
"2025-05-17",321,TRUE,-0.161910833088364,"6"
"2025-05-18",604,TRUE,1.21565565797514,"7"
"2025-05-19",334,TRUE,-0.0986303935695455,"1"
"2025-05-20",325,TRUE,-0.142439928621035,"2"
"2025-05-21",339,TRUE,-0.0742917629853846,"3"
"2025-05-22",290,TRUE,-0.312810342710162,"4"
"2025-05-23",343,TRUE,-0.0548208585180559,"5"
"2025-05-24",251,TRUE,-0.502651661266617,"6"
"2025-05-25",283,TRUE,-0.346884425527987,"7"
"2025-05-26",326,TRUE,-0.137572202504203,"1"
"2025-05-27",338,TRUE,-0.0791594891022168,"2"
"2025-05-28",325,TRUE,-0.142439928621035,"3"
"2025-05-29",325,TRUE,-0.142439928621035,"4"
"2025-05-30",303,TRUE,-0.249529903191343,"5"
"2025-05-31",264,TRUE,-0.439371221747798,"6"
"2025-06-01",272,TRUE,-0.400429412813141,"7"
"2025-06-02",288,TRUE,-0.322545794943826,"1"
"2025-06-03",281,TRUE,-0.356619877761651,"2"
"2025-06-04",357,TRUE,0.0133273071175947,"3"
"2025-06-05",383,TRUE,0.139888186155231,"4"
"2025-06-06",293,TRUE,-0.298207164359665,"5"
"2025-06-07",286,TRUE,-0.33228124717749,"6"
"2025-06-08",430,TRUE,0.368671313646344,"7"
"2025-06-09",347,TRUE,-0.0353499540507271,"1"
"2025-06-10",329,TRUE,-0.122969024153706,"2"
"2025-06-11",301,TRUE,-0.259265355425008,"3"
"2025-06-12",302,TRUE,-0.254397629308175,"4"
"2025-06-13",467,TRUE,0.548777179969135,"5"
"2025-06-14",269,TRUE,-0.415032591163637,"6"
"2025-06-15",292,TRUE,-0.303074890476497,"7"
"2025-06-16",319,TRUE,-0.171646285322028,"1"
"2025-06-17",274,TRUE,-0.390693960579476,"2"
"2025-06-18",306,TRUE,-0.234926724840847,"3"
"2025-06-19",549,TRUE,0.947930721549374,"4"
"2025-06-20",369,TRUE,0.0717400205195809,"5"
"2025-06-21",254,TRUE,-0.48804848291612,"6"
"2025-06-22",296,TRUE,-0.283603986009168,"7"
"2025-06-23",331,TRUE,-0.113233571920042,"1"
"2025-06-24",363,TRUE,0.0425336638185878,"2"
"2025-06-25",390,TRUE,0.173962268973057,"3"
"2025-06-26",314,TRUE,-0.195984915906189,"4"
"2025-06-27",380,TRUE,0.125285007804735,"5"
"2025-06-28",341,TRUE,-0.0645563107517202,"6"
"2025-06-29",289,TRUE,-0.317678068826994,"7"
"2025-06-30",332,TRUE,-0.10836584580321,"1"
"2025-07-01",330,TRUE,-0.118101298036874,"2"
"2025-07-02",270,TRUE,-0.410164865046805,"3"
"2025-07-03",304,TRUE,-0.244662177074511,"4"
"2025-07-04",254,TRUE,-0.48804848291612,"5"
"2025-07-05",375,TRUE,0.100946377220574,"6"
"2025-07-06",312,TRUE,-0.205720368139854,"7"
"2025-07-07",363,TRUE,0.0425336638185878,"1"
"2025-07-08",237,TRUE,-0.570799826902267,"2"
"2025-07-09",319,TRUE,-0.171646285322028,"3"
"2025-07-10",278,TRUE,-0.371223056112148,"4"
"2025-07-11",265,TRUE,-0.434503495630966,"5"
"2025-07-12",245,TRUE,-0.53185801796761,"6"
"2025-07-13",368,TRUE,0.0668722944027487,"7"
"2025-07-14",296,TRUE,-0.283603986009168,"1"
"2025-07-15",267,TRUE,-0.424768043397302,"2"
"2025-07-16",303,TRUE,-0.249529903191343,"3"
"2025-07-17",356,TRUE,0.00845958100076251,"4"
"2025-07-18",287,TRUE,-0.327413521060658,"5"
"2025-07-19",257,TRUE,-0.473445304565624,"6"
"2025-07-20",290,TRUE,-0.312810342710162,"7"
"2025-07-21",390,TRUE,0.173962268973057,"1"
"2025-07-22",296,TRUE,-0.283603986009168,"2"
"2025-07-23",317,TRUE,-0.181381737555693,"3"
"2025-07-24",324,TRUE,-0.147307654737867,"4"
"2025-07-25",322,TRUE,-0.157043106971532,"5"
"2025-07-26",322,TRUE,-0.157043106971532,"6"
"2025-07-27",274,TRUE,-0.390693960579476,"7"
"2025-07-28",268,TRUE,-0.41990031728047,"1"
"2025-07-29",279,TRUE,-0.366355329995316,"2"
"2025-07-30",314,TRUE,-0.195984915906189,"3"
"2025-07-31",320,TRUE,-0.166778559205196,"4"
"2025-08-01",252,TRUE,-0.497783935149785,"5"
"2025-08-02",308,TRUE,-0.225191272607182,"6"
"2025-08-03",270,TRUE,-0.410164865046805,"7"
"2025-08-04",335,TRUE,-0.0937626674527133,"1"
"2025-08-05",338,TRUE,-0.0791594891022168,"2"
"2025-08-06",325,TRUE,-0.142439928621035,"3"
"2025-08-07",350,TRUE,-0.0207467757002306,"4"
"2025-08-08",340,TRUE,-0.0694240368685524,"5"
"2025-08-09",254,TRUE,-0.48804848291612,"6"
"2025-08-10",280,TRUE,-0.361487603878483,"7"
"2025-08-11",300,TRUE,-0.26413308154184,"1"
"2025-08-12",301,TRUE,-0.259265355425008,"2"
"2025-08-13",414,TRUE,0.290787695777029,"3"
"2025-08-14",491,TRUE,0.665602606773107,"4"
"2025-08-15",1045,TRUE,3.36232287549814,"5"
"2025-08-16",513,TRUE,0.772692581343415,"6"
"2025-08-17",370,TRUE,0.0766077466364131,"7"
"2025-08-18",327,TRUE,-0.132704476387371,"1"
"2025-08-19",311,TRUE,-0.210588094256686,"2"
"2025-08-20",289,TRUE,-0.317678068826994,"3"
"2025-08-21",260,TRUE,-0.458842126215127,"4"
"2025-08-22",258,TRUE,-0.468577578448791,"5"
"2025-08-23",284,TRUE,-0.342016699411155,"6"
"2025-08-24",263,TRUE,-0.444238947864631,"7"
"2025-08-25",300,TRUE,-0.26413308154184,"1"
"2025-08-26",276,TRUE,-0.380958508345812,"2"
"2025-08-27",278,TRUE,-0.371223056112148,"3"
"2025-08-28",340,TRUE,-0.0694240368685524,"4"
"2025-08-29",273,TRUE,-0.395561686696309,"5"
"2025-08-30",202,TRUE,-0.741170240991394,"6"
"2025-08-31",244,TRUE,-0.536725744084442,"7"
"2025-09-01",0,FALSE,,"1"
"2025-09-02",0,FALSE,,"2"
"2025-09-03",0,FALSE,,"3"
"2025-09-04",0,FALSE,,"4"
"2025-09-05",0,FALSE,,"5"
"2025-09-06",0,FALSE,,"6"
"2025-09-07",0,FALSE,,"7"
"2025-09-08",0,FALSE,,"1"
"2025-09-09",0,FALSE,,"2"
"2025-09-10",0,FALSE,,"3"
"2025-09-11",0,FALSE,,"4"
"2025-09-12",0,FALSE,,"5"
"2025-09-13",0,FALSE,,"6"
"2025-09-14",0,FALSE,,"7"
"2025-09-15",360,TRUE,0.0279304854680912,"1"
"2025-09-16",285,TRUE,-0.337148973294322,"2"
"2025-09-17",224,TRUE,-0.634080266421086,"3"
"2025-09-18",322,TRUE,-0.157043106971532,"4"
"2025-09-19",290,TRUE,-0.312810342710162,"5"
"2025-09-20",209,TRUE,-0.707096158173568,"6"
"2025-09-21",285,TRUE,-0.337148973294322,"7"
"2025-09-22",346,TRUE,-0.0402176801675593,"1"
"2025-09-23",279,TRUE,-0.366355329995316,"2"
"2025-09-24",293,TRUE,-0.298207164359665,"3"
"2025-09-25",276,TRUE,-0.380958508345812,"4"
"2025-09-26",288,TRUE,-0.322545794943826,"5"
"2025-09-27",248,TRUE,-0.517254839617113,"6"
"2025-09-28",280,TRUE,-0.361487603878483,"7"
"2025-09-29",372,TRUE,0.0863431988700774,"1"
"2025-09-30",307,TRUE,-0.230058998724014,"2"
"2025-10-01",355,TRUE,0.00359185488393033,"3"
"2025-10-02",352,TRUE,-0.0110113234665662,"4"
"2025-10-03",289,TRUE,-0.317678068826994,"5"
"2025-10-04",292,TRUE,-0.303074890476497,"6"
"2025-10-05",297,TRUE,-0.278736259892336,"7"
"2025-10-06",388,TRUE,0.164226816739392,"1"
"2025-10-07",445,TRUE,0.441687205398827,"2"
"2025-10-08",356,TRUE,0.00845958100076251,"3"
"2025-10-09",314,TRUE,-0.195984915906189,"4"
"2025-10-10",274,TRUE,-0.390693960579476,"5"
"2025-10-11",235,TRUE,-0.580535279135932,"6"
"2025-10-12",265,TRUE,-0.434503495630966,"7"
"2025-10-13",308,TRUE,-0.225191272607182,"1"
"2025-10-14",280,TRUE,-0.361487603878483,"2"
"2025-10-15",283,TRUE,-0.346884425527987,"3"
"2025-10-16",374,TRUE,0.0960786511037418,"4"
"2025-10-17",343,TRUE,-0.0548208585180559,"5"
"2025-10-18",287,TRUE,-0.327413521060658,"6"
"2025-10-19",354,TRUE,-0.00127587123290186,"7"
"2025-10-20",403,TRUE,0.237242708491875,"1"
"2025-10-21",310,TRUE,-0.215455820373518,"2"
"2025-10-22",407,TRUE,0.256713612959204,"3"
"2025-10-23",359,TRUE,0.0230627593512591,"4"
"2025-10-24",353,TRUE,-0.00614359734973404,"5"
"2025-10-25",309,TRUE,-0.22032354649035,"6"
"2025-10-26",327,TRUE,-0.132704476387371,"7"
"2025-10-27",345,TRUE,-0.0450854062843915,"1"
"2025-10-28",309,TRUE,-0.22032354649035,"2"
"2025-10-29",293,TRUE,-0.298207164359665,"3"
"2025-10-30",324,TRUE,-0.147307654737867,"4"
"2025-10-31",505,TRUE,0.733750772408758,"5"
"2025-11-01",552,TRUE,0.96253389989987,"6"
"2025-11-02",285,TRUE,-0.337148973294322,"7"
"2025-11-03",320,TRUE,-0.166778559205196,"1"
"2025-11-04",328,TRUE,-0.127836750270539,"2"
"2025-11-05",274,TRUE,-0.390693960579476,"3"
"2025-11-06",285,TRUE,-0.337148973294322,"4"
"2025-11-07",346,TRUE,-0.0402176801675593,"5"
"2025-11-08",248,TRUE,-0.517254839617113,"6"
"2025-11-09",293,TRUE,-0.298207164359665,"7"
"2025-11-10",366,TRUE,0.0571368421690843,"1"
"2025-11-11",357,TRUE,0.0133273071175947,"2"
"2025-11-12",285,TRUE,-0.337148973294322,"3"
"2025-11-13",286,TRUE,-0.33228124717749,"4"
"2025-11-14",325,TRUE,-0.142439928621035,"5"
"2025-11-15",321,TRUE,-0.161910833088364,"6"
"2025-11-16",267,TRUE,-0.424768043397302,"7"
"2025-11-17",397,TRUE,0.208036351790882,"1"
"2025-11-18",322,TRUE,-0.157043106971532,"2"
"2025-11-19",307,TRUE,-0.230058998724014,"3"
"2025-11-20",296,TRUE,-0.283603986009168,"4"
"2025-11-21",369,TRUE,0.0717400205195809,"5"
"2025-11-22",291,TRUE,-0.307942616593329,"6"
"2025-11-23",299,TRUE,-0.269000807658672,"7"
"2025-11-24",362,TRUE,0.0376659377017556,"1"
"2025-11-25",317,TRUE,-0.181381737555693,"2"
"2025-11-26",302,TRUE,-0.254397629308175,"3"
"2025-11-27",331,TRUE,-0.113233571920042,"4"
"2025-11-28",435,TRUE,0.393009944230505,"5"
"2025-11-29",652,TRUE,1.44930651158309,"6"
"2025-11-30",518,TRUE,0.797031211927576,"7"
"2025-12-01",463,TRUE,0.529306275501806,"1"
"2025-12-02",525,TRUE,0.831105294745401,"2"
"2025-12-03",444,TRUE,0.436819479281995,"3"
"2025-12-04",397,TRUE,0.208036351790882,"4"
"2025-12-05",376,TRUE,0.105814103337406,"5"
"2025-12-06",355,TRUE,0.00359185488393033,"6"
"2025-12-07",394,TRUE,0.193433173440385,"7"
"2025-12-08",369,TRUE,0.0717400205195809,"1"
"2025-12-09",332,TRUE,-0.10836584580321,"2"
"2025-12-10",285,TRUE,-0.337148973294322,"3"
"2025-12-11",362,TRUE,0.0376659377017556,"4"
"2025-12-12",371,TRUE,0.0814754727532453,"5"
"2025-12-13",332,TRUE,-0.10836584580321,"6"
"2025-12-14",358,TRUE,0.0181950332344269,"7"
"2025-12-15",462,TRUE,0.524438549384974,"1"
"2025-12-16",288,TRUE,-0.322545794943826,"2"
"2025-12-17",377,TRUE,0.110681829454238,"3"
"2025-12-18",424,TRUE,0.339464956945351,"4"
"2025-12-19",329,TRUE,-0.122969024153706,"5"
"2025-12-20",368,TRUE,0.0668722944027487,"6"
"2025-12-21",398,TRUE,0.212904077907714,"7"
"2025-12-22",494,TRUE,0.680205785123604,"1"
"2025-12-23",422,TRUE,0.329729504711687,"2"
"2025-12-24",812,TRUE,2.22814269027624,"3"
"2025-12-25",1031,TRUE,3.29417470986249,"4"
"2025-12-26",454,TRUE,0.485496740450316,"5"
"2025-12-27",347,TRUE,-0.0353499540507271,"6"
"2025-12-28",370,TRUE,0.0766077466364131,"7"
"2025-12-29",338,TRUE,-0.0791594891022168,"1"
"2025-12-30",243,TRUE,-0.541593470201274,"2"
"2025-12-31",289,TRUE,-0.317678068826994,"3"
