"label","n_docs","sentiment_mean","sentiment_sd","cli_mean","cli_sd","sentiment_lower","sentiment_upper","cli_lower","cli_upper","label_hr"
"confessional",314,0.669932418287409,0.315314374303263,71.288705300188,35.6516420461068,0.635055747911061,0.704809088663757,67.3453057302663,75.2321048701097,"Konfesionalni izvori"
"secular",92,0.477437508161664,0.434090168537008,92.3802139802809,40.7887647241144,0.388733732164042,0.566141284159287,84.0452695112515,100.71515844931,"Sekularni izvori"
"unclassified",728,0.652402449074096,0.352140979194961,70.6007495659631,37.018872571511,0.626822071574825,0.677982826573366,67.9116085942378,73.2898905376884,"Neoznačeni izvori"
