"date","posts","collected","z","dow","arc"
"2024-08-15",806,TRUE,4.92028977752954,"4",1
"2024-12-24",716,TRUE,4.08635753146311,"2",2
"2024-12-25",1050,TRUE,7.18117275575406,"3",2
