"sentiment_mean","sentiment_lower","sentiment_upper","n","cli_mean","cli_lower","cli_upper","share_negative","share_positive","share_neutral"
0.643061739875715,0.62251229872266,0.66361118102877,1134,72.558182393709,70.3812586472199,74.7351061401982,0.0335097001763668,0.926807760141093,0.0396825396825397
