rid,DATE,FROM,otype,c_infl,c_link,c_foreign,c_register,domestic,n_ann
171372,2022-06-30,ipaprkc.org,Secular/other,0,0,0,none,0,3
171424,2022-06-30,index.hr,Secular/other,1,1,1,institution,0,3
172870,2022-02-01,Drago Pilsel,Secular/other,1,1,0,institution,1,3
173034,2022-02-01,01portal.hr,Secular/other,1,1,0,institution,1,3
173038,2022-02-01,direktno.hr,Secular/other,1,1,0,institution,1,3
173058,2022-02-01,glasistre.hr,Secular/other,1,1,0,institution,1,3
173447,2022-06-01,glas.hr,Secular/other,1,1,0,institution,1,3
173455,2022-06-01,glas-slavonije.hr,Secular/other,1,1,0,institution,1,3
173543,2022-06-01,kamenjar.com,Secular/other,1,1,1,justice,0,3
173560,2022-06-01,24sata.hr,Secular/other,1,1,1,justice,0,3
173562,2022-06-01,tportal.hr,Secular/other,1,1,1,justice,0,3
173565,2022-06-01,teleskop.hr,Secular/other,1,1,1,justice,0,3
173571,2022-06-01,direktno.hr,Secular/other,1,1,1,justice,0,3
173574,2022-06-01,index.hr,Secular/other,1,1,1,justice,0,3
173575,2022-06-01,glasistre.hr,Secular/other,1,1,1,justice,0,3
173616,2022-06-01,jutarnji.hr,Secular/other,1,1,1,justice,0,3
173940,2022-09-01,glasgrada.hr,Secular/other,1,0,0,none,0,3
174008,2022-09-01,034portal.hr,Secular/other,1,0,0,none,0,3
174063,2022-09-01,hkm.hr,Catholic,1,1,0,charity,1,3
174101,2022-09-01,pszupanija.hr,Catholic,1,0,0,none,0,3
174225,2022-08-31,forum.hr,Secular/other,0,1,0,cost_relig_life,0,3
174226,2022-08-31,forum.hr,Secular/other,0,1,0,cost_relig_life,0,3
174240,2022-08-31,forum.hr,Secular/other,0,1,0,cost_relig_life,0,3
174244,2022-08-31,forum.hr,Secular/other,0,1,0,cost_relig_life,0,3
174368,2022-08-31,034portal.hr,Secular/other,1,1,0,institution,1,3
174725,2023-02-02,panopticum.hr,Secular/other,1,1,0,cost_relig_life,1,3
174790,2023-02-01,slobodnadalmacija.hr,Secular/other,1,1,0,cost_relig_life,1,3
174896,2023-02-01,croativ.net,Secular/other,1,0,0,none,0,3
174897,2023-02-01,croativ.net,Secular/other,1,0,0,none,0,3
175012,2023-03-02,priznajem.hr,Secular/other,1,0,0,none,0,3
175021,2023-03-02,hrvatska-danas.com,Secular/other,1,0,0,none,0,3
175039,2023-03-02,zadarskilist.hr,Secular/other,1,0,0,none,0,3
175057,2023-03-02,direktno.hr,Secular/other,1,0,0,none,0,3
175061,2023-03-02,hrt.hr,Secular/other,1,0,0,none,0,3
175067,2023-03-02,prigorski.hr,Secular/other,1,0,0,none,0,3
175087,2023-03-02,glasistre.hr,Secular/other,1,0,0,none,0,3
175201,2023-03-01,youtube.com,Secular/other,1,1,0,institution,1,3
175398,2023-03-01,istra24.hr,Secular/other,1,0,1,none,0,3
176919,2023-10-02,istra24.hr,Secular/other,1,0,0,none,0,3
177215,2023-01-03,mirovina.hr,Secular/other,1,1,0,cost_relig_life,1,3
177512,2023-01-02,priznajem.hr,Secular/other,1,0,0,none,0,3
177960,2023-04-02,hrt.hr,Secular/other,1,0,0,none,0,3
177961,2023-04-02,stv.hr,Secular/other,1,1,0,justice,1,3
178955,2023-08-03,plusportal.hr,Secular/other,1,1,0,cost_relig_life,1,3
179265,2023-08-02,telegram.hr,Secular/other,1,1,1,institution,0,3
179270,2023-08-02,hkm.hr,Catholic,1,1,0,justice,1,3
179276,2023-08-02,novilist.hr,Secular/other,1,1,1,institution,0,3
179277,2023-08-02,euractiv.hr,Secular/other,1,1,1,institution,0,3
179281,2023-08-02,leportale.com,Secular/other,1,1,1,institution,0,3
179286,2023-08-02,novilist.hr,Secular/other,1,1,1,institution,0,3
179291,2023-08-02,glasistre.hr,Secular/other,1,1,1,institution,0,3
179299,2023-08-02,dnevnik.hr,Secular/other,1,1,1,institution,0,3
179300,2023-08-02,nacional.hr,Secular/other,1,1,1,institution,0,3
179301,2023-08-02,index.hr,Secular/other,1,1,1,institution,0,3
179315,2023-08-02,livno-online.com,Secular/other,1,1,1,cost_relig_life,0,3
179733,2023-11-02,sisak.info,Secular/other,0,1,0,devotional,0,3
179739,2023-11-02,quirinusportal.com,Secular/other,0,1,0,devotional,0,3
179841,2023-11-02,rsminfo.hr,Secular/other,0,1,0,devotional,0,3
179893,2023-12-03,glas-slavonije.hr,Secular/other,1,1,0,institution,1,3
180323,2023-12-02,hkm.hr,Catholic,1,1,0,institution,1,3
180324,2023-12-02,hdz.hr,Secular/other,1,0,0,none,0,3
180397,2023-12-02,djos.hr,Secular/other,1,1,0,institution,1,3
180977,2023-02-03,glasistre.hr,Secular/other,1,1,0,cost_relig_life,1,3
180982,2023-02-03,herceg-bosna.com,Secular/other,1,0,0,none,0,3
183706,2023-01-04,hkm.hr,Catholic,1,1,0,charity,1,3
184232,2023-04-04,jaskadanas.hr,Secular/other,1,1,0,institution,1,3
184241,2023-04-04,vgdanas.hr,Secular/other,1,1,0,institution,1,3
184365,2023-04-04,istra24.hr,Secular/other,1,1,1,institution,0,3
184374,2023-04-04,jaskadanas.hr,Secular/other,1,1,0,institution,1,3
184409,2023-05-05,hkm.hr,Catholic,1,1,1,justice,0,3
184753,2023-05-04,24sata.hr,Secular/other,1,1,0,cost_relig_life,1,3
186144,2023-12-04,novilist.hr,Secular/other,1,1,0,institution,1,3
186687,2023-03-06,promise.hr,Secular/other,1,1,0,charity,1,3
186926,2023-03-05,narod.hr,Secular/other,1,1,0,justice,1,3
188687,2023-01-07,glas.hr,Secular/other,1,0,0,none,0,3
188697,2023-01-07,glas-slavonije.hr,Secular/other,1,0,0,none,0,3
189870,2023-04-06,dnevnik.hr,Secular/other,1,0,0,none,0,3
190233,2023-05-06,dnevnik.hr,Secular/other,0,0,0,none,0,3
190689,2023-08-06,ljportal.com,Secular/other,1,0,0,none,0,3
193149,2023-06-07,dnevno.hr,Secular/other,1,1,0,cost_relig_life,1,3
194256,2023-09-07,narod.hr,Secular/other,0,0,0,none,0,3
194717,2023-01-09,varazdinske-vijesti.hr,Secular/other,1,1,0,cost_relig_life,1,3
194847,2023-01-09,brodportal.hr,Secular/other,1,1,0,cost_relig_life,1,3
194873,2023-01-09,dnevnik.hr,Secular/other,1,1,0,cost_relig_life,1,3
195079,2023-04-09,hkm.hr,Catholic,1,1,1,institution,0,3
195253,2023-04-09,poslovni.hr,Business,1,1,1,institution,0,3
195417,2023-04-09,bloombergadria.com,Business,1,1,1,institution,0,3
195648,2023-04-08,sibenik.in,Secular/other,1,1,1,institution,0,3
195658,2023-04-08,n1info.hr,Secular/other,1,1,1,institution,0,3
195666,2023-04-08,index.hr,Secular/other,1,1,1,institution,0,3
195667,2023-04-08,glasistre.hr,Secular/other,1,1,1,institution,0,3
195747,2023-04-08,sinj-news.hr,Secular/other,1,0,0,none,0,3
197598,2023-02-10,mirovina.hr,Secular/other,1,0,0,none,0,3
200261,2023-01-10,slobodnadalmacija.hr,Secular/other,1,0,0,none,0,3
200269,2023-01-10,dulist.hr,Secular/other,1,1,0,cost_relig_life,1,3
200270,2023-01-10,liberoportal.hr,Secular/other,1,1,0,cost_relig_life,1,3
200380,2023-01-10,glasgrada.hr,Secular/other,1,1,0,cost_relig_life,1,3
200466,2023-04-11,dragovoljac.com,Secular/other,1,0,0,none,0,3
200767,2023-04-10,hrvatska-danas.com,Secular/other,1,0,0,none,0,3
200783,2023-04-10,maxportal.hr,Secular/other,1,0,0,none,0,3
200792,2023-04-10,kamenjar.com,Secular/other,1,0,0,none,0,3
200802,2023-04-10,direktno.hr,Secular/other,1,0,0,none,0,3
202315,2023-12-11,livno-online.com,Secular/other,1,0,0,none,0,3
202981,2023-02-11,hkm.hr,Catholic,1,1,1,justice,0,3
204214,2023-09-12,laudato.hr,Catholic,1,0,0,none,0,3
205349,2023-01-12,zadarskilist.hr,Secular/other,1,1,0,cost_relig_life,1,3
206312,2023-05-12,croativ.net,Secular/other,1,0,0,none,0,3
206644,2023-08-12,leportale.com,Secular/other,1,0,0,none,0,3
206645,2023-08-12,glasistre.hr,Secular/other,1,0,0,none,0,3
206646,2023-08-12,glasistre.hr,Secular/other,1,0,0,none,0,3
208268,2023-03-14,dubrovnikinsider.hr,Secular/other,1,1,0,charity,1,3
208363,2023-03-14,hkm.hr,Catholic,1,1,0,charity,1,3
208890,2023-06-13,serdarusic.com,Secular/other,1,1,0,justice,1,3
209060,2023-06-13,mirovina.hr,Secular/other,1,1,0,cost_relig_life,1,3
209605,2023-09-14,hkm.hr,Catholic,1,1,0,institution,1,3
209736,2023-09-13,laudato.hr,Catholic,1,0,0,none,0,3
210551,2023-01-14,hkm.hr,Catholic,1,1,1,charity,0,3
210755,2023-04-15,dnevnik.hr,Secular/other,1,0,0,none,0,3
211051,2023-04-15,hrvatska-danas.com,Secular/other,1,0,0,none,0,3
211054,2023-04-15,dalmacijadanas.hr,Secular/other,1,0,0,none,0,3
211063,2023-04-15,kastela.com,Secular/other,1,0,0,none,0,3
211068,2023-04-15,dalmacijanews.hr,Secular/other,1,0,0,none,0,3
211914,2023-08-15,panopticum.hr,Secular/other,1,0,0,none,0,3
212304,2023-08-15,sbperiskop.net,Secular/other,1,0,0,none,0,3
214162,2023-03-16,otvoreno.hr,Secular/other,0,0,1,none,0,3
214175,2023-03-16,nacional.hr,Secular/other,0,0,1,none,0,3
214181,2023-03-16,direktno.hr,Secular/other,0,0,1,none,0,3
214182,2023-03-16,24sata.hr,Secular/other,0,0,1,none,0,3
214184,2023-03-16,n1info.hr,Secular/other,0,0,1,none,0,3
214185,2023-03-16,dnevnik.hr,Secular/other,0,0,1,none,0,3
214190,2023-03-16,tportal.hr,Secular/other,0,0,1,none,0,3
214192,2023-03-16,jutarnji.hr,Secular/other,0,0,1,none,0,3
214193,2023-03-16,glasistre.hr,Secular/other,0,0,1,none,0,3
215166,2023-09-16,mka.hr,Secular/other,1,1,0,institution,1,3
216304,2023-01-16,sabh.hr,Secular/other,1,1,0,cost_relig_life,1,3
217193,2023-05-16,slobodnadalmacija.hr,Secular/other,1,0,0,none,0,3
217296,2023-08-17,hkm.hr,Catholic,1,1,0,institution,1,3
217666,2023-08-16,hkm.hr,Catholic,1,1,0,devotional,1,3
217702,2023-08-16,djos.hr,Secular/other,1,1,0,devotional,1,3
218774,2023-02-18,priznajem.hr,Secular/other,1,0,0,none,0,3
218799,2023-02-18,hrvatska-danas.com,Secular/other,1,0,0,none,0,3
218940,2023-02-17,podravski.hr,Secular/other,1,0,0,none,0,3
218996,2023-02-17,hrvatski-fokus.hr,Secular/other,1,0,1,none,0,3
219167,2023-03-18,hkm.hr,Catholic,1,1,1,justice,0,3
221181,2023-01-19,glas.hr,Secular/other,1,1,0,institution,1,3
221194,2023-01-19,glas-slavonije.hr,Secular/other,1,1,0,institution,1,3
223181,2023-12-19,dragovoljac.com,Secular/other,1,0,0,none,0,3
223182,2023-12-19,dragovoljac.com,Secular/other,1,0,0,none,0,3
223690,2023-12-18,hrvatska-danas.com,Secular/other,1,0,0,none,0,3
223732,2023-12-18,maxportal.hr,Secular/other,1,0,0,none,0,3
223740,2023-12-18,kamenjar.com,Secular/other,1,0,0,none,0,3
223746,2023-12-18,direktno.hr,Secular/other,1,0,0,none,0,3
226371,2023-10-19,czn.hr,Secular/other,1,1,0,justice,1,3
227067,2023-04-20,novosti.hr,Secular/other,1,1,0,cost_relig_life,1,3
228101,2023-12-21,croativ.net,Secular/other,1,0,0,none,0,3
228792,2023-02-22,novagra.hr,Secular/other,1,1,0,institution,1,3
229147,2023-02-21,zagreb.info,Secular/other,1,0,0,none,0,3
230645,2023-09-21,hkm.hr,Catholic,1,1,0,charity,1,3
230917,2023-10-22,leportale.com,Secular/other,1,0,1,none,0,3
231223,2023-01-23,rtv-hb.com,Secular/other,1,1,1,cost_relig_life,0,3
231429,2023-01-22,geopolitika.news,Business,1,0,1,none,0,3
231553,2023-04-23,hrt.hr,Secular/other,1,1,1,institution,0,3
231557,2023-04-23,index.hr,Secular/other,1,1,1,institution,0,3
231559,2023-04-23,glasistre.hr,Secular/other,1,1,1,institution,0,3
231569,2023-04-23,zagreb.info,Secular/other,1,1,0,cost_relig_life,1,3
231677,2023-04-23,novosti.hr,Secular/other,1,1,0,cost_relig_life,1,3
231716,2023-04-23,24sata.hr,Secular/other,1,1,1,institution,0,3
233595,2023-12-22,croativ.net,Secular/other,1,0,0,none,0,3
233656,2023-12-22,croativ.net,Secular/other,1,0,0,none,0,3
233816,2023-12-22,croativ.net,Secular/other,1,0,0,none,0,3
233852,2023-12-22,slobodnadalmacija.hr,Secular/other,1,0,0,none,0,3
235332,2023-07-24,turistplus.hr,Secular/other,1,0,1,none,0,3
236623,2023-01-25,034portal.hr,Secular/other,1,1,0,cost_relig_life,1,3
236638,2023-01-25,zagreb.info,Secular/other,1,1,0,institution,1,3
236647,2023-01-25,croatia,Secular/other,1,1,0,institution,1,3
236660,2023-01-25,dnevno.hr,Secular/other,1,1,0,institution,1,3
236699,2023-01-24,dnevnik.hr,Secular/other,1,1,0,institution,1,3
236770,2023-01-24,hkm.hr,Catholic,1,1,1,cost_relig_life,0,3
236995,2023-04-25,laudato.hr,Catholic,1,1,0,charity,1,3
237014,2023-04-25,hkm.hr,Catholic,1,1,1,cost_relig_life,0,3
237789,2023-05-24,narod.hr,Secular/other,1,0,0,none,0,3
238908,2023-12-25,danica.hr,Secular/other,1,1,0,cost_relig_life,1,3
239149,2023-12-25,vecernji.hr,Secular/other,1,1,0,institution,1,3
240006,2023-02-25,pozeski.hr,Secular/other,1,1,0,institution,1,3
240023,2023-02-25,hkm.hr,Catholic,1,1,0,institution,1,3
240229,2023-03-26,hkm.hr,Catholic,1,1,1,justice,0,3
241956,2023-10-26,leportale.com,Secular/other,1,1,0,cost_relig_life,1,3
241962,2023-10-26,index.hr,Secular/other,1,1,0,cost_relig_life,1,3
241963,2023-10-26,index.hr,Secular/other,1,1,0,cost_relig_life,1,3
242014,2023-10-26,poslovni.hr,Business,1,0,0,none,0,3
242620,2023-01-26,grazia.hr,Secular/other,1,1,0,institution,1,3
242702,2023-01-26,studentski.hr,Secular/other,1,1,0,institution,1,3
242705,2023-01-26,slavonijainfo.com,Secular/other,1,1,0,cost_relig_life,1,3
242804,2023-04-27,Moj HRT,Secular/other,1,0,0,none,0,3
242815,2023-04-27,narod.hr,Secular/other,1,1,0,charity,1,3
242826,2023-04-27,hrt.hr,Secular/other,1,0,0,none,0,3
242842,2023-04-27,gov.hr,Secular/other,1,0,0,none,0,3
242849,2023-04-27,gov.hr,Secular/other,1,0,0,none,0,3
242901,2023-04-27,hkm.hr,Catholic,1,1,0,charity,1,3
244042,2023-08-26,novizivot.net,Catholic,1,1,1,other,0,3
244160,2023-11-27,novilist.hr,Secular/other,1,1,0,charity,1,3
244591,2023-12-27,dalmatinskiportal.hr,Secular/other,1,1,0,cost_relig_life,1,3
244664,2023-12-27,035portal.hr,Secular/other,1,1,0,cost_relig_life,1,3
244681,2023-12-27,likaclub.eu,Secular/other,1,1,0,disputed,1,2
244708,2023-12-27,czn.hr,Secular/other,1,1,0,institution,1,3
244769,2023-12-26,leportale.com,Secular/other,1,1,0,cost_relig_life,1,3
244774,2023-12-26,slobodnadalmacija.hr,Secular/other,1,1,0,cost_relig_life,1,3
244775,2023-12-26,infokiosk.net,Secular/other,1,1,0,cost_relig_life,1,3
245308,2023-02-27,hrt.hr,Secular/other,1,1,0,devotional,1,3
245327,2023-02-27,hkv.hr,Secular/other,1,1,0,devotional,1,3
246603,2023-06-27,likaclub.eu,Secular/other,1,0,0,none,0,3
247117,2023-09-28,hkm.hr,Catholic,1,1,1,institution,0,3
248124,2023-01-28,hkm.hr,Catholic,1,1,0,charity,1,3
248125,2023-01-28,biskupija-varazdinska.hr,Catholic,1,1,0,charity,1,3
248654,2023-04-28,hia.com.hr,Secular/other,1,0,0,none,0,3
250304,2023-12-29,hkm.hr,Catholic,1,1,0,institution,1,3
250576,2023-12-28,priznajem.hr,Secular/other,1,1,0,cost_relig_life,1,3
250902,2023-03-30,hkm.hr,Catholic,1,1,0,institution,1,3
251966,2023-07-29,slobodnadalmacija.hr,Secular/other,1,1,0,cost_relig_life,1,3
251982,2023-07-29,zagorje.com,Secular/other,1,1,0,disputed,1,3
252012,2023-07-29,vecernji.hr,Secular/other,1,0,0,none,0,3
252491,2023-09-29,tjedno.hr,Secular/other,1,0,0,none,0,3
253091,2023-01-31,croativ.net,Secular/other,1,0,0,none,0,3
253119,2023-01-31,croativ.net,Secular/other,1,0,0,none,0,3
253167,2023-01-31,dragovoljac.com,Secular/other,1,0,0,none,0,3
253478,2023-01-30,hrvatska-danas.com,Secular/other,1,0,0,none,0,3
253493,2023-01-30,maxportal.hr,Secular/other,1,0,0,none,0,3
253528,2023-01-30,kamenjar.com,Secular/other,1,0,0,none,0,3
253530,2023-01-30,direktno.hr,Secular/other,1,0,0,none,0,3
254392,2023-05-30,tportal.hr,Secular/other,1,0,0,none,0,3
254681,2023-08-31,hop.com.hr,Secular/other,1,0,1,none,0,3
254699,2023-08-31,leportale.com,Secular/other,1,0,1,none,0,3
255130,2023-12-01,Svjedočanstva & Vjera,Catholic,0,0,0,none,0,3
255509,2023-12-31,glasgrada.hr,Secular/other,1,1,0,institution,1,3
255555,2023-12-31,dubrovnikinsider.hr,Secular/other,1,1,0,institution,1,3
255604,2023-12-31,liberoportal.hr,Secular/other,1,1,0,institution,1,3
255669,2023-12-30,novilist.hr,Secular/other,1,1,0,institution,1,3
255679,2023-12-30,index.hr,Secular/other,1,1,0,institution,1,3
255681,2023-12-30,telegram.hr,Secular/other,1,1,0,institution,1,3
255756,2023-12-30,zupcica.hr,Secular/other,1,1,0,institution,1,3
255761,2023-12-30,slobodnadalmacija.hr,Secular/other,1,1,0,institution,1,3
255767,2023-12-30,morski.hr,Secular/other,1,1,0,institution,1,3
255788,2023-12-30,dulist.hr,Secular/other,1,1,0,institution,1,3
255789,2023-12-30,infokiosk.net,Secular/other,1,1,0,institution,1,3
256548,2023-08-01,ljubuski.net,Secular/other,1,1,0,cost_relig_life,1,3
256558,2023-08-01,ljubuski.net,Secular/other,1,1,0,cost_relig_life,1,3
256949,2023-11-01,hkm.hr,Catholic,0,0,0,none,0,3
257235,2023-11-01,dalmacijadanas.hr,Secular/other,1,1,0,devotional,1,3
257489,2023-10-31,hrvatska-danas.com,Secular/other,1,0,0,none,0,3
257844,2022-12-31,novosti.hr,Secular/other,1,1,0,cost_relig_life,1,3
257945,2022-12-31,zupa-svkriz.hr,Catholic,1,1,0,institution,1,3
258099,2022-12-31,banjaluka24.media,Secular/other,1,1,0,cost_relig_life,1,3
258223,2022-12-31,dnevno.hr,Secular/other,1,1,0,cost_relig_life,1,3
258251,2022-12-31,gspress.net,Secular/other,1,1,0,cost_relig_life,1,3
258253,2022-12-31,zagorje.com,Secular/other,1,1,0,cost_relig_life,1,3
258346,2024-01-02,kamenjar.com,Secular/other,1,1,0,cost_relig_life,1,3
258396,2024-01-02,ljubuski.net,Secular/other,1,1,0,cost_relig_life,1,3
258397,2024-01-02,tomislavcity.com,Secular/other,1,1,0,cost_relig_life,1,3
258398,2024-01-02,mega-media.hr,Secular/other,1,1,0,cost_relig_life,1,3
258413,2024-01-02,ljubuski.net,Secular/other,1,1,0,cost_relig_life,1,3
259221,2024-01-04,dnevnik.hr,Secular/other,1,0,1,none,0,3
261846,2024-06-05,direktno.hr,Secular/other,1,1,0,institution,1,3
261970,2024-06-05,moje-djakovo.com,Secular/other,1,1,0,institution,1,3
262959,2024-06-07,gorenjski-soncek.si,Secular/other,1,0,0,none,0,3
263001,2024-06-07,glas.hr,Secular/other,1,1,0,institution,1,3
263027,2024-06-07,glas-slavonije.hr,Secular/other,1,1,0,institution,1,3
263436,2024-06-10,maxportal.hr,Secular/other,1,0,0,none,0,3
263437,2024-06-10,hrvatski-glasnik.com,Secular/other,1,0,0,none,0,3
263460,2024-06-10,direktno.hr,Secular/other,1,0,0,none,0,3
263461,2024-06-10,direktno.hr,Secular/other,1,0,0,none,0,3
264108,2024-06-11,dragovoljac.com,Secular/other,1,0,0,none,0,3
265198,2023-01-14,hkm.hr,Catholic,1,1,1,charity,0,3
265432,2024-06-16,net.hr,Secular/other,0,0,0,none,0,3
265838,2024-06-18,nacional.hr,Secular/other,1,1,0,cost_relig_life,1,3
265847,2024-06-18,net.hr,Secular/other,1,1,0,cost_relig_life,1,3
265852,2024-06-18,slobodnadalmacija.hr,Secular/other,1,1,0,cost_relig_life,1,3
265873,2024-06-18,net.hr,Secular/other,1,1,0,cost_relig_life,1,3
265877,2024-06-18,net.hr,Secular/other,1,1,0,cost_relig_life,1,3
265878,2024-06-18,net.hr,Secular/other,1,1,0,cost_relig_life,1,3
265891,2024-06-18,mirovina.hr,Secular/other,1,1,0,cost_relig_life,1,3
265931,2024-06-18,regionalni.com,Secular/other,1,1,0,cost_relig_life,1,3
265951,2024-06-18,radio-rama.info,Secular/other,1,1,0,cost_relig_life,1,3
265967,2024-06-18,zagorje-international.hr,Secular/other,1,1,0,cost_relig_life,1,3
265973,2024-06-18,novosti.hr,Secular/other,1,1,0,cost_relig_life,1,3
265989,2024-06-18,023.hr,Secular/other,1,1,0,cost_relig_life,1,3
265994,2024-06-18,drava.info,Secular/other,1,1,0,cost_relig_life,1,3
266028,2024-06-18,sbonline.net,Secular/other,1,1,0,cost_relig_life,1,3
266029,2024-06-18,likaclub.eu,Secular/other,1,1,0,cost_relig_life,1,3
266065,2024-06-18,novizivot.net,Catholic,1,1,0,cost_relig_life,1,3
266095,2024-06-17,osijekexpress.com,Secular/other,1,1,0,cost_relig_life,1,3
266104,2024-06-17,7dnevno.hr,Secular/other,1,1,0,cost_relig_life,1,3
266108,2024-06-17,dnevnik.hr,Secular/other,1,1,0,cost_relig_life,1,3
266112,2024-06-17,tportal.hr,Secular/other,1,1,0,cost_relig_life,1,3
266118,2024-06-17,nacional.hr,Secular/other,1,1,0,cost_relig_life,1,3
266129,2024-06-17,totalinfo.hr,Secular/other,1,1,0,cost_relig_life,1,3
266131,2024-06-17,totalinfo.hr,Secular/other,1,1,0,cost_relig_life,1,3
266132,2024-06-17,totalinfo.hr,Secular/other,1,1,0,cost_relig_life,1,3
266134,2024-06-17,mnovine.hr,Secular/other,1,1,0,cost_relig_life,1,3
266143,2024-06-17,24sata.hr,Secular/other,1,1,0,cost_relig_life,1,3
266146,2024-06-17,antenazadar.hr,Secular/other,1,1,0,cost_relig_life,1,3
266152,2024-06-17,varazdinske-vijesti.hr,Secular/other,1,1,0,cost_relig_life,1,3
266160,2024-06-17,novilist.hr,Secular/other,1,1,0,cost_relig_life,1,3
266164,2024-06-17,slobodnadalmacija.hr,Secular/other,1,1,0,cost_relig_life,1,3
266166,2024-06-17,infokiosk.net,Secular/other,1,1,0,cost_relig_life,1,3
266180,2024-06-17,mojevrijeme.hr,Secular/other,1,1,0,cost_relig_life,1,3
266181,2024-06-17,direktno.hr,Secular/other,1,1,0,cost_relig_life,1,3
266182,2024-06-17,net.hr,Secular/other,1,1,0,cost_relig_life,1,3
266185,2024-06-17,novilist.hr,Secular/other,1,1,0,cost_relig_life,1,3
266186,2024-06-17,infokiosk.net,Secular/other,1,1,0,cost_relig_life,1,3
266192,2024-06-17,podravski.hr,Secular/other,1,1,0,cost_relig_life,1,3
266194,2024-06-17,n1info.hr,Secular/other,1,1,0,cost_relig_life,1,3
266196,2024-06-17,sibenik.in,Secular/other,1,1,0,cost_relig_life,1,3
266204,2024-06-17,index.hr,Secular/other,1,1,0,cost_relig_life,1,3
266206,2024-06-17,24sata.hr,Secular/other,1,1,0,cost_relig_life,1,3
266210,2024-06-17,telegram.hr,Secular/other,1,1,0,cost_relig_life,1,3
266218,2024-06-17,jutarnji.hr,Secular/other,1,1,0,cost_relig_life,1,3
266233,2024-06-17,vecernji.hr,Secular/other,1,1,0,cost_relig_life,1,3
266421,2024-06-20,sabh.hr,Secular/other,0,0,0,none,0,3
266574,2024-06-20,glasgacke.hr,Secular/other,1,1,0,cost_relig_life,1,3
266715,2024-06-19,sibenskiportal.hr,Secular/other,1,1,0,cost_relig_life,1,3
266873,2024-06-19,035portal.hr,Secular/other,1,1,0,cost_relig_life,1,3
266900,2024-06-19,net.hr,Secular/other,1,1,0,cost_relig_life,1,3
267131,2024-06-22,jutarnji.hr,Secular/other,1,1,0,cost_relig_life,1,3
267132,2024-06-22,jutarnji.hr,Secular/other,1,1,0,cost_relig_life,1,3
267133,2024-06-22,jutarnji.hr,Secular/other,1,1,0,cost_relig_life,1,3
267191,2024-06-21,vjeraidjela.com,Catholic,0,0,0,none,0,3
267446,2024-06-24,slobodnadalmacija.hr,Secular/other,1,1,0,cost_relig_life,1,3
267462,2024-06-24,24sata.hr,Secular/other,1,1,0,cost_relig_life,1,3
267793,2024-06-23,24sata.hr,Secular/other,1,1,0,cost_relig_life,1,3
267892,2024-06-23,kucice.hr,Secular/other,1,1,0,cost_relig_life,1,3
269813,2025-01-12,Bitno.net,Secular/other,1,1,0,charity,1,3
269814,2025-01-12,bitno.net,Secular/other,1,1,0,charity,1,3
270223,2025-01-11,Zagreb.info,Secular/other,1,1,0,charity,1,3
270227,2025-01-11,zagreb.info,Secular/other,1,1,0,charity,1,3
270270,2025-01-11,direktno.hr,Secular/other,1,1,0,charity,1,3
270382,2025-01-11,glas-slavonije.hr,Secular/other,0,0,0,none,0,3
270854,2025-01-10,glas-slavonije.hr,Secular/other,1,0,0,none,0,3
273135,2025-01-06,plusportal.hr,Secular/other,1,1,0,disputed,1,3
276859,2026-01-05,crovijesti.com,Secular/other,1,1,1,other,0,3
277849,2026-01-03,Entire_Program9370 @ r/croatia,Secular/other,0,0,0,none,0,3
277952,2026-01-03,Besni Mačor,Secular/other,1,0,0,none,0,3
278081,2026-01-03,svijet.hr,Secular/other,1,0,0,none,0,3
278569,2026-01-02,mojsrbac.info,Secular/other,1,1,1,other,0,3
278570,2026-01-02,mojbrod.info,Secular/other,1,1,1,other,0,3
278571,2026-01-02,mojamodrica.info,Secular/other,1,1,1,other,0,3
278572,2026-01-02,mojaderventa.info,Secular/other,1,1,1,other,0,3
278573,2026-01-02,mojteslic.info,Secular/other,1,1,1,other,0,3
278574,2026-01-02,mojprnjavor.info,Secular/other,1,1,1,other,0,3
278575,2026-01-02,mojsamac.info,Secular/other,1,1,1,other,0,3
278604,2026-01-02,n1info.hr,Secular/other,1,1,1,other,0,3
278617,2026-01-02,tportal.hr,Secular/other,1,0,1,none,0,3
278626,2026-01-02,index.hr,Secular/other,1,0,1,none,0,3
278842,2026-01-01,telegram.hr,Secular/other,1,0,1,none,0,3
278878,2026-01-01,glasistre.hr,Secular/other,1,0,1,none,0,3
278903,2026-01-01,novilist.hr,Secular/other,1,0,1,none,0,3
278941,2026-01-01,jutarnji.hr,Secular/other,1,1,1,other,0,3
278961,2026-01-01,tportal.hr,Secular/other,1,0,1,none,0,3
278962,2026-01-01,index.hr,Secular/other,1,0,1,none,0,3
278963,2026-01-01,istra24.hr,Secular/other,1,1,1,other,0,3
278989,2026-01-01,hrt.hr,Secular/other,1,0,1,none,0,3
280364,2025-02-14,dragovoljac.com,Secular/other,1,0,0,none,0,3
280527,2025-02-14,aljazeera.net,Secular/other,1,0,1,none,0,3
280804,2025-02-14,glas-slavonije.hr,Secular/other,1,0,0,none,0,3
281495,2025-02-13,narod.hr,Secular/other,1,0,0,none,0,3
281691,2025-02-12,hrvatskonebo.org,Secular/other,0,0,0,none,0,3
282555,2025-02-11,financije.hr,Secular/other,1,0,0,none,0,3
283308,2025-02-10,jutarnji.hr,Secular/other,1,1,0,institution,1,3
284739,2025-02-08,info-ks.net,Secular/other,1,0,0,none,0,3
