rid,DATE,FROM,otype,c_infl,c_link,c_foreign,c_register,domestic,n_ann
704199,2026-01-18,035portal.hr,Secular/other,1,1,0,cost_relig_life,1,3
704203,2026-01-18,zagorje.com,Secular/other,1,1,0,cost_relig_life,1,3
704207,2026-01-18,novilist.hr,Secular/other,1,1,0,cost_relig_life,1,3
704242,2026-01-18,osijekexpress.com,Secular/other,1,1,0,cost_relig_life,1,3
704259,2026-01-18,crovijesti.com,Secular/other,1,1,0,cost_relig_life,1,3
704335,2026-01-17,danica.hr,Secular/other,1,1,0,cost_relig_life,1,3
705975,2026-02-24,bloombergadria.com,Business,1,0,1,none,0,3
706904,2026-02-25,bloombergadria.com,Business,1,0,1,none,0,3
707092,2026-02-26,sdlsn.hr,Secular/other,1,0,0,none,0,3
708003,2026-02-27,net.hr,Secular/other,1,0,0,none,0,3
708881,2026-03-01,magicus.info,Secular/other,0,0,0,none,0,3
