scenario,voice,identity_frame_post_share,antagonistic_frame_post_share,identity_frame_reward_share,antagonistic_frame_reward_share,mean_npi
strict,lay_media,61.783246855989,21.8455180620857,61.5249708709151,18.4106329572877,5.48263313980399
strict,official,66.5628413695874,24.6938027123379,75.7445293006999,32.5924653499385,6.12713606186272
strict,portal,62.6627738201038,26.1105563294071,77.3753705358235,27.5648017712912,6.45121811289366
strict,creators,65.2708389767977,10.4051786250397,52.5897027496658,12.9081610158159,2.61995040489827
broad,lay_media,61.783246855989,21.8455180620857,61.5249708709151,18.4106329572877,5.48263313980399
broad,official,66.5628413695874,24.6938027123379,75.7445293006999,32.5924653499385,6.12713606186272
broad,portal,63.3005497793236,26.6078134629096,77.2441838439935,27.4647265685497,6.57189610375752
broad,creators,65.2708389767977,10.4051786250397,52.5897027496658,12.9081610158159,2.61995040489827
