"frame","label_hr","estimate","std_error","OR","conf_low","conf_high","p_value","n","converged"
"MORAL_DECAY","Moralno propadanje",0.632140980705978,0.0796951449664316,1.88163481365479,1.60952864142378,2.19974313027803,0.00000000000000215664252183136,91292,TRUE
"FOREIGN_THREAT","Vanjska prijetnja",0.794529953656521,0.172263377076293,2.2134003515056,1.57917086250435,3.10235024744297,0.00000398242337086582,91292,TRUE
"INSTITUTIONAL_DISTRUST","Institucionalno nepovjerenje",0.956801431813592,0.0609634878584576,2.60335612986019,2.31015631537802,2.93376820164293,0.000000000000000000000000000000000000000000000000000000164512512975151,91292,TRUE
"TRADITIONAL_VALUES","Tradicionalne vrijednosti",0.193548138701081,0.051383265546668,1.2135478037604,1.09728482642866,1.34212944218401,0.00016538358812998,91292,TRUE
"SOVEREIGNTY","Suverenitet",0.939566711465255,0.111298566923108,2.55887244800096,2.05736395271378,3.18262998459825,0.0000000000000000312332318982439,91292,TRUE
"CONSPIRACY","Zavjera",1.58597884940755,0.181350393962927,4.8840698082879,3.42307273647638,6.96863307578565,0.00000000000000000222258292064639,91292,TRUE
"FAITH_DEFENCE","Obrana vjere",1.0645176219959,0.152552146807611,2.89944002058202,2.15011409567795,3.90990992052537,0.00000000000299289596201327,91292,TRUE
"MEDIA_CRITIQUE","Medijska kritika",1.34196253486178,0.276209752056997,3.82654587080314,2.22687970154683,6.57532299171333,0.00000118283913460147,91292,TRUE
